source,name,pharmacy,scraped_price,median_scraped_price,pct_from_median,nadac_description,nadac_ndc,nadac_per_unit,baseline_quantity,nadac_wholesale_total,retail_markup_vs_nadac,median_retail_markup,pct_markup_drift,nadac_lookup_status,flagged,flag_reasons
national,Tolnaftate,Walmart,46.0,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,321.23,314.25,0.0222,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Tolnaftate,Walgreens,3.04,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,21.23,314.25,0.9324,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Tolnaftate,Walmart Neighborhood Market,46.0,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,321.23,314.25,0.0222,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Tolnaftate,Costco,20.35,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,142.11,314.25,0.5478,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Tolnaftate,Harris Teeter,45.0,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,314.25,314.25,0.0,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Tolnaftate,Food Lion Pharmacy,51.8,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,361.73,314.25,0.1511,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Tolnaftate,Publix,26.0,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,181.56,314.25,0.4222,ok_contains,yes,markup_drift>30%; above_retail_ceiling; review_baseline_mapping
national,Tolnaftate,"Community, a Walgreens Pharmacy",3.04,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,21.23,314.25,0.9324,ok_contains,yes,markup_drift>30%; review_baseline_mapping
national,Tolnaftate,Kroger Pharmacy,45.0,45.0,,TOLNAFTATE 1% CREAM,51672202001,0.14318,1.0,0.1432,314.25,314.25,0.0,ok_contains,yes,above_retail_ceiling; review_baseline_mapping
national,Vitamin,Walgreens,2.0,9.92,0.7984,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Walmart,11.42,9.92,0.1512,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Walmart Neighborhood Market,11.42,9.92,0.1512,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Costco,4.92,9.92,0.504,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Harris Teeter,9.92,9.92,0.0,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Food Lion Pharmacy,14.96,9.92,0.5081,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Publix,4.07,9.92,0.5897,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,"Community, a Walgreens Pharmacy",2.0,9.92,0.7984,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Kroger Pharmacy,9.92,9.92,0.0,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Walgreens,3.49,9.92,0.6482,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Walmart,12.48,9.92,0.2581,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Walmart Neighborhood Market,12.48,9.92,0.2581,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Costco,6.48,9.92,0.3468,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Harris Teeter,11.48,9.92,0.1573,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Food Lion Pharmacy,16.6,9.92,0.6734,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Publix,5.05,9.92,0.4909,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,"Community, a Walgreens Pharmacy",3.49,9.92,0.6482,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Kroger Pharmacy,11.48,9.92,0.1573,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,CVS Pharmacy,22.7,9.92,1.2883,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Walgreens,2.57,9.92,0.7409,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Walmart,3.67,9.92,0.63,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Costco,10.49,9.92,0.0575,,,0.0,30.0,,,,,not_found,yes,nadac_not_found
national,Vitamin,Harris Teeter,18.37,9.92,0.8518,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Target (CVS),22.7,9.92,1.2883,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Walmart Neighborhood Market,3.67,9.92,0.63,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Publix,4.03,9.92,0.5938,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
national,Vitamin,Kroger Pharmacy,18.37,9.92,0.8518,,,0.0,30.0,,,,,not_found,yes,peer_drift>30%; nadac_not_found
